Mã_tin,Tiêu_đề,Đường,Quận,Thành_phố,Diện_tích,Giá,Pháp_lý,Số_phòng_ngủ,Số_phòng_toilet,Ngày_đăng,Mô_tả,chi_tiet_link
120144,"KHU VIP QUẬN 10 - NHÀ 3 TẦNG SÁT MẶT TIỀN ĐƯỜNG - DIỆN TÍCH SỬ DỤNG 50M2 - HẺM THÔNG THOÁNG, GẦN",Lê Hồng Phong,Quận 10,Hồ Chí Minh,23 m²,4 tỷ 700 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,22/09/2024,"- Diện tích: 23m²( ngang 3.6m, dài 7m).",https://batdongsan.vn/khu-vip-quan-10-nha-3-tang-sat-mat-tien-duong-dien-tich-su-dung-50m2-hem-thong-thoang-gan-r120144
120145,BÁN NHÀ YÊN HÒA QUẬN CẦU GIẤY 15M RA Ô TÔ- NHÀ MỚI 30M2 5 TẦNG 6 TỶ,Yên Hòa,Cầu Giấy,Hà Nội,30 m²,6 tỷ,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,22/09/2024,"- Nhà mới ở ngay, gần phố gần ô tô, 50m ra bãi trông giữ xe ngày đêm Hạ Yên Quyết.,",https://batdongsan.vn/ban-nha-yen-hoa-quan-cau-giay-15m-ra-o-to-nha-moi-30m2-5-tang-6-ty-r120145
120146,"Bán nhà mặt tiền Xa Lộ Hà Nội, 140m2 giá 16.5  tỷ",Xa Lộ Hà Nội,Thủ Đức,Hồ Chí Minh,140 m²,16 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,,,22/09/2024,"Bán nhà chính chủ lâu đời chưa qua đầu tư, mặt tiền kinh doanh đa ngành nghề",https://batdongsan.vn/ban-nha-mat-tien-xa-lo-ha-noi-140m2-gia-165-ty-r120146
120147,"BÁN NHÀ TRƯỜNG CHINH ĐỐNG ĐA 2 THOÁNG TRƯỚC SAU NHÀ ĐẸP Ở NGAY 7,2 TỶ",Trường Chinh,Đống Đa,Hà Nội,42 m²,7 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,22/09/2024,TRUNG TÂM ĐỐNG ĐA - 2THOÁNG TRƯỚC SAU - NHÀ ĐẸP Ở NGAY - GẦN TRƯỜNG Đại Học Y - TIỆN ÍCH - Ở SƯỚNG.,https://batdongsan.vn/ban-nha-truong-chinh-dong-da-2-thoang-truoc-sau-nha-dep-o-ngay-72-ty-r120147
120148,BÁN NHÀ 5T MỄ TRÌ THƯỢNG - Ô TÔ VÀO NHÀ- 3 THOÁNG -KINH DOANH-GIÁ 11.2 TỶ,,Nam Từ Liêm,Hà Nội,46 m²,11 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,3 phòng,5 phòng,22/09/2024,BÁN NHÀ 5T MỄ TRÌ THƯỢNG - Ô TÔ VÀO NHÀ- 3 THOÁNG -KINH DOANH-GIÁ 11.2 TỶ,https://batdongsan.vn/ban-nha-5t-me-tri-thuong-o-to-vao-nha-3-thoang-kinh-doanh-gia-112-ty-r120148
120150,SIÊU PHẨM 5 TẦNG GÒ VẤP - MẶT TIỀN 5M - PHẠM VĂN CHIÊU - CÓ THANG MÁY - ĐƯỜNG XE HƠI,Phạm Văn Chiêu,Gò Vấp,Hồ Chí Minh,81 m²,11 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,22/09/2024,SIÊU PHẨM 5 TẦNG GÒ VẤP MỚI XÂY - MẶT TIỀN 5M - ĐƯỜNG PHẠM VĂN CHIÊU - – THANG MÁY VI VU - GÍA 11.5 TỶ,https://batdongsan.vn/sieu-pham-5-tang-go-vap-mat-tien-5m-pham-van-chieu-co-thang-may-duong-xe-hoi-r120150
120152,SIÊU HIẾM BÁN-Ô TÔ 16C QUA NHÀ- Ở + KD ĐỀU OK - LÃI VỐN ĐỈNH LUÔN GIÁ HƠN 16TỶ,,Nam Từ Liêm,Hà Nội,65 m²,16 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,22/09/2024,"NHÀ NẰM Ở LÕI MỄ TRÌ , VIEW HỒ, Ở KẾT HỢP KINH DOANH QUÁ ĐỈNH - LÃI VỐN CHẮC CHẮN LÊN CAO",https://batdongsan.vn/sieu-hiem-ban-o-to-16c-qua-nha-o-kd-deu-ok-lai-von-dinh-luon-gia-hon-16ty-r120152
120154,TRẦN THÁI TÔNG-CẦU GIẤY TÒA CĂN HỘ DỊCH VỤ 35M2 7.5 TỶ 5 TẦNG DÒNG TIỀN 35TR/TH,Trần Thái Tông,Cầu Giấy,Hà Nội,35 m²,7 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,22/09/2024,BÁN NHÀ TRẦN THÁI TÔNG-CẦU GIẤY TÒA CĂN HỘ DỊCH VỤ 35M2 7.5 TỶ 5 TẦNG DÒNG TIỀN 35TR/TH,https://batdongsan.vn/tran-thai-tong-cau-giay-toa-can-ho-dich-vu-35m2-75-ty-5-tang-dong-tien-35trth-r120154
120155,"NHÀ PHỐ MỚI, SIÊU ĐẸP ĐƯỜNG LÒ LU, P. TRƯỜNG THẠNH, Q9 - 5 TỶ THÊM XÍ XI",lò lu,Quận 9,Hồ Chí Minh,60 m²,5 tỷ,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,23/09/2024,"NHÀ PHỐ MỚI, SIÊU ĐẸP ĐƯỜNG LÒ LU, P. TRƯỜNG THẠNH, Q9",https://batdongsan.vn/nha-pho-moi-sieu-dep-duong-lo-lu-p-truong-thanh-q9-5-ty-them-xi-xi-r120155
120157,"Bán nhà phố Bà Triệu-Hà Đông. Ô tô tránh đỗ,kinh doanh. 90m*4 tầng, mt 6m. giá12 tỷ",1,Hà Đông,Hà Nội,90 m²,12 tỷ,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,23/09/2024,"Bán nhanh nhà phố Bà Triệu-Hà Đông. Ô tô tránh đỗ , kinh doanh sầm uất ngày đêm 90m*4 tầng, mt 6m. 12 tỷ",https://batdongsan.vn/ban-nha-pho-ba-trieu-ha-dong-o-to-tranh-dokinh-doanh-90m4-tang-mt-6m-gia12-ty-r120157
120159,"Tôi bán Nhà Mới Ngõ 250 Kim Giang,HM- 38m2, lô góc 6 tầng, thang máy, Ô tô sát nhà, Chỉ 7,x tỉ. LH",Kim Giang,Hoàng Mai,Hà Nội,38 m²,7 tỷ 050 triệu,Sổ đỏ/ Sổ hồng,3 phòng,5 phòng,23/09/2024,"Tôi bán Nhà Mới Ngõ 250 Kim Giang,HM- 38m2, lô góc 6 tầng, thang máy, Ô tô sát nhà !SIÊU PHẨM HOÀNG MAI - LÔ GÓC 2 MẶT NGÕ MỞ 2 CỬA - 6 TẦNG THANG MÁY NHẬP KHẨU - TRƯỚC NHÀ 3M - NGAY SÁT Ô TÔ - TẦM TIỀN RẤT HIẾM TẠI KHU VỰC - ACE PHẢI THẬT NHANH.",https://batdongsan.vn/toi-ban-nha-moi-ngo-250-kim-gianghm-38m2-lo-goc-6-tang-thang-may-o-to-sat-nha-chi-7x-ti-lh-r120159
120161,"Tôi bán Ngõ 120 Kim Giang, HM- 39m2, 5 tầng, Ô tô vào nhà, Chỉ 8,x tỉ. LH 0904690958",Kim Giang,Hoàng Mai,Hà Nội,40 m²,7 tỷ 050 triệu,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,23/09/2024,"Tôi bán Ngõ 120 Kim Giang, HM- 39m2, 5 tầng, Ô tô vào nhà. LH 0904690958Ô TÔ ĐỖ CỬA - NGÕ NÔNG - NHÀ SIÊU ĐẸP - HÀNG XÓM KDT ĐẠI KIM.",https://batdongsan.vn/toi-ban-ngo-120-kim-giang-hm-39m2-5-tang-o-to-vao-nha-chi-8x-ti-lh-0904690958-r120161
120165,"BÁN GẤP NHÀ QUẬN 10 - 17M2 - 3 TẦNG - NHÀ MỚI, ĐẸP VÀO Ở NGAY CHỈ CÓ 3.68 TỶ",Hòa Hảo,Quận 10,Hồ Chí Minh,17 m²,3 tỷ 680 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,23/09/2024,Mô tả:,https://batdongsan.vn/ban-gap-nha-quan-10-17m2-3-tang-nha-moi-dep-vao-o-ngay-chi-co-368-ty-r120165
120163,BÁN NHÀ MẶT PHỐ ĐỒNG CỔ KIMNH DOANH SẦM UẤT 48M2 -16.5 TỶ . PHỐ MỚI QUY HOẠCH SONG GIÁ TRỊ TĂNG,Đồng Cổ,Tây Hồ,Hà Nội,48 m²,16 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,6 phòng,5 phòng,23/09/2024,Bán nhà mặt phố Đồng Cổ DT 48m2 x 7 tầng thang máy - 16.5 tỷ,https://batdongsan.vn/ban-nha-mat-pho-dong-co-kimnh-doanh-sam-uat-48m2-165-ty-pho-moi-quy-hoach-song-gia-tri-tang-r120163
120166,"BÁN NHÀ TRẦN THÁI TÔNG, 5 TẦNG, 66M2, MT 5M, NGÕ THÔNG Ô TÔ TRÁNH XE MÁY. 8,4 TỶ",Trần Thái Tông,Cầu Giấy,Hà Nội,66 m²,8 tỷ 400 triệu,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,23/09/2024,"BÁN NHÀ TRẦN THÁI TÔNG, 5 TẦNG, 66M2, MT 5M, NGÕ THÔNG Ô TÔ TRÁNH XE MÁY. 8,4 TỶ",https://batdongsan.vn/ban-nha-tran-thai-tong-5-tang-66m2-mt-5m-ngo-thong-o-to-tranh-xe-may-84-ty-r120166
120168,NGAY LÊ VĂN QUỚI - NHÀ 1/ĐƯỜNG SỐ 14 - HẺM XE HƠI - 32m2 - 2 TẦNG 2PN GIÁ 3.85 TỶ,ĐƯỜNG SỐ 14,Bình Tân,Hồ Chí Minh,32 m²,3 tỷ 850 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,23/09/2024,👉 Kết cấu 2 tầng 1 trệt 1 lầu gồm 2PN 2VS ban công thoáng mát. Nhà đẹp vô ở ngay.,https://batdongsan.vn/ngay-le-van-quoi-nha-1duong-so-14-hem-xe-hoi-32m2-2-tang-2pn-gia-385-ty-r120168
120169,"🆘5 tầng đúc hẻm xe hơi, sát mặt tiền Lê Văn Thọ,p.8,Gò Vấp chỉ 4ty950",Quang Trung,Gò Vấp,Hồ Chí Minh,24 m²,4 tỷ 950 triệu,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,23/09/2024,✅ DT : 24m2 - 3.05 x 8 nở hậu 3.65,https://batdongsan.vn/5-tang-duc-hem-xe-hoi-sat-mat-tien-le-van-thop8go-vap-chi-4ty950-r120169
120170,"⭐️ GẤP BÁN NHÀ 2 TẦNG MT ĐƯỜNG 5,5M, SÁT TRỤC MAI ĐĂNG CHƠN, CHỢ NON NƯỚC, NHỈNH 3 TỶ ⭐️",Phạm Như Hiền,Ngũ Hành Sơn,Đà Nẵng,100 m²,3 tỷ 250 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,23/09/2024,"👍💯💯💯 SIÊU HOT!.. GẤP BÁN GIẢM NGAY 250 TRIỆU, NHÀ 2 TẦNG MẶT TIỀN NGŨ HÀNH SƠN, CẠNH MAI ĐĂNG CHƠN NHỈNH 3 TỶ.",https://batdongsan.vn/gap-ban-nha-2-tang-mt-duong-55m-sat-truc-mai-dang-chon-cho-non-nuoc-nhinh-3-ty-r120170
120171,🔥🔥💯 CHUYỂN NHƯỢNG TÒA CĂN HỘ CAO CẤP 8 TẦNG - KV BIỂN MỸ KHÊ ĐÀ NẴNG CHỈ 16 TỶ.,Nguyễn Trọng Nghĩa,Sơn Trà,Đà Nẵng,90 m²,16 tỷ,Sổ đỏ/ Sổ hồng,13 phòng,14 phòng,23/09/2024,💕 ĐÀ NẴNG: “THÀNH PHỐ ĐÁNG SỐNG NHẤT VN” - NƠI ĐẦU TƯ BẤT ĐỘNG SẢN DÒNG TIỀN VÀ NGHỈ DƯỠNG HÀNG ĐẦU VIỆT NAM.💕,https://batdongsan.vn/chuyen-nhuong-toa-can-ho-cao-cap-8-tang-kv-bien-my-khe-da-nang-chi-16-ty-r120171
120172,"-CỰC HIẾM TT VĂN ĐIẺN- 86M2 X 4 TẦNG, MT8M GARA Ô TÔ, NGÕ THÔNG , Ô TÔ TRÁNH GIÁ CHỈ NHỈNH 15 TỶ",Nguyễn Bặc,Thanh Trì,Hà Nội,86 m²,15 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,23/09/2024,"Vị trí: Ngõ Đối diện Bưu điện trung tâm huyện Thanh trì, ngay sát cơ quan hành chính của huyện, bán kính 100m là hệ thống Ngân Hàng, Chi cục thuế, bộ phận một cửa, Bưu điện, chợ và trường học. ,- Hồ điều hòa Quang Lai cách nhà 50m, ngõ thông ra hồ, tập thể dục sáng tối quanh hồ. ,- Dân trí cao, khu vực lõi của Thanh Trì chuẩn bị lên quận, giao thông thuận lợi kết nối lên trung tâm Hà Nội. ,- Chủ xây tâm huyết khung cột chắc chắn, móng 7 tầng, thiết kế hiện đại đầy đủ công năng. ,- Nội thất xịn xò, sàn và cầu thang làm toàn bằng gỗ tốt, chủ để lại 95% nội thất, chỉ mang đi đồ thờ và tư trang cá nhân. ,- Thoáng trước sau, sau nhà có khe thoáng, có giếng trời rộng + ô chờ lắp được thang máy. ,- Phù hợp cho khách mua ở hoặc vừa ở vừa làm văn phòng công ty. ,",https://batdongsan.vn/cuc-hiem-tt-van-dien-86m2-x-4-tang-mt8m-gara-o-to-ngo-thong-o-to-tranh-gia-chi-nhinh-15-ty-r120172
120173,!~! CHÍNH CHỦ BÁN NHÀ 4 TẦNG TẠI TƯƠNG MAI - HOÀNG MAI - HÀ NỘI,,Hoàng Mai,Hà Nội,30 m²,6 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,23/09/2024,!~! CHÍNH CHỦ BÁN NHÀ 4 TẦNG TẠI TƯƠNG MAI - HOÀNG MAI - HÀ NỘI,https://batdongsan.vn/chinh-chu-ban-nha-4-tang-tai-tuong-mai-hoang-mai-ha-noi-r120173
120174,"Bán nhà phố Minh Khai, Hai Bà Trưng 71m, 3 tầng. Giá: 8.7 tỷ",Hà Nội,Hai Bà Trưng,Hà Nội,71 m²,8 tỷ 700 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,23/09/2024,"""Bán nhà phố Minh Khai, Hai Bà Trưng 71m, 3 tầng. Giá: 8.7 tỷ",https://batdongsan.vn/ban-nha-pho-minh-khai-hai-ba-trung-71m-3-tang-gia-87-ty-r120174
120177,"Bán nhà hạ chào 1 tỷ, HXH CMT8, P5, Tân Bình, 60m2, 3 tầng, 4PN, giá chỉ 7,2 tỷ.",Cách Mạng Tháng Tám,Tân Bình,Hồ Chí Minh,60 m²,7 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,23/09/2024,SÁT QUẬN 10 - 60M2 - SỔ VUÔNG A4 - HẺM XE HƠI THÔNG - 3 TẦNG BTCT,https://batdongsan.vn/ban-nha-ha-chao-1-ty-hxh-cmt8-p5-tan-binh-60m2-3-tang-4pn-gia-chi-72-ty-r120177
120178,"Bán nhà phố Minh Khai, Hai Bà Trưng 42m, 5 tầng. Giá: 7.1 tỷ",Hà Nội,Hai Bà Trưng,Hà Nội,42 m²,7 tỷ 100 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,23/09/2024,"""Bán nhà phố Minh Khai, Hai Bà Trưng 42m, 5 tầng. Giá: 7.1 tỷ",https://batdongsan.vn/ban-nha-pho-minh-khai-hai-ba-trung-42m-5-tang-gia-71-ty-r120178
120181,"Bán nhà ngã 3 Phùng Khoang 32/38m2 4 tầng, ngõ nông, ở ngay 5,8 tỷ.",Phùng Khoang,Nam Từ Liêm,Hà Nội,38 m²,5 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,23/09/2024,"Bán nhà ngã 3 Phùng Khoang 32/38m2 4 tầng, ngõ nông, ở ngay 5,8 tỷ.",https://batdongsan.vn/ban-nha-nga-3-phung-khoang-3238m2-4-tang-ngo-nong-o-ngay-58-ty-r120181
120183,CHỦ NHÀ CŨNG SẮP BÁN... KHÔNG NHANH CŨNG CHẲNG CÒN.,Đại Từ,Hoàng Mai,Hà Nội,30 m²,5 tỷ 680 triệu,Sổ đỏ/ Sổ hồng,5 phòng,4 phòng,23/09/2024,CHỦ NHÀ CŨNG SẮP BÁN... KHÔNG NHANH CŨNG CHẲNG CÒN.,https://batdongsan.vn/chu-nha-cung-sap-ban-khong-nhanh-cung-chang-con-r120183
120182,"NGỘP SÂU, GẤP NHÀ 3 TẦNG (10X14M) HXH SÁT MẶT TIỀN LÊ VĂN KHƯƠNG, Q12.",Lê Văn Khương,Quận 12,Hồ Chí Minh,140 m²,6 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,23/09/2024,GIẢM CỰC SỐC - GIÁ CỰC RẺ,https://batdongsan.vn/ngop-sau-gap-nha-3-tang-10x14m-hxh-sat-mat-tien-le-van-khuong-q12-r120182
120187,BÁN NHÀ TRUNG TÂM CẦU GIẤY - GẦN Ô TÔ - TẶNG 100% NỘI THẤT,Dịch Vọng,Cầu Giấy,Hà Nội,40 m²,6 tỷ 050 triệu,Sổ đỏ/ Sổ hồng,5 phòng,3 phòng,23/09/2024,BÁN NHÀ TRUNG TÂM CẦU GIẤY - GẦN Ô TÔ - TẶNG 100% NỘI THẤT - SÁCH VALY VỀ Ở NGAY🔥🔥,https://batdongsan.vn/ban-nha-trung-tam-cau-giay-gan-o-to-tang-100-noi-that-r120187
120188,"Bán nhà 2 mặt tiền HXH, khu VIP Bàu Cát, Tân Bình , 6.9 Tỷ",Phan Sào Nam,Tân Bình,Hồ Chí Minh,44 m²,6 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,2 phòng,1 phòng,23/09/2024,"Bán nhà 2 mặt tiền HXH, khu VIP Bàu Cát, Tân Bình , 6.9 Tỷ",https://batdongsan.vn/ban-nha-2-mat-tien-hxh-khu-vip-bau-cat-tan-binh-69-ty-r120188
120189,"Bán nhà Ao Sen 6 tầng, Mt 4m HV Bưu Chính ngõ Ô tô, kinh doanh 8,8 tỷ.",Ao Sen,Hà Đông,Hà Nội,32 m²,8 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,5 phòng,5 phòng,23/09/2024,"Bán nhà Ao Sen 6 tầng, Mt 4m HV Bưu Chính ngõ Ô tô, kinh doanh 8,8 tỷ.",https://batdongsan.vn/ban-nha-ao-sen-6-tang-mt-4m-hv-buu-chinh-ngo-o-to-kinh-doanh-88-ty-r120189
120191,"Trương Định, Hai Bà Trưng 60m², giá 7 tỷ, Nhà Đẹp, Nội Thất Xịn",Trương Định,Hai Bà Trưng,Hà Nội,60 m²,7 tỷ,Sổ đỏ/ Sổ hồng,8 phòng,8 phòng,23/09/2024,"Trương Định, Hai Bà Trưng 60m², 5 tầng, giá 7 tỷ, Nhà Đẹp, Nội Thất Xịn",https://batdongsan.vn/truong-dinh-hai-ba-trung-60m2-gia-7-ty-nha-dep-noi-that-xin-r120191
120193,"HIẾM -TÂN MAI-HOÀNG MAI- DT: 40m2- 4Tầng-MT:3,5m- GIÁ : CHỈ NHỈNH 5 TỶ-NGÕ RỘNG CÁCH MẶT ĐƯỜNG OTO",Tân Mai,Hoàng Mai,Hà Nội,45 m²,5 tỷ 700 triệu,Sổ đỏ/ Sổ hồng,3 phòng,,23/09/2024,"+ Nhà mình bán dân xây ở 4 tầng khung, 2 mặt thoáng sáng, ngõ thông ra chợ Tân Mai- nhà mới đối diện số 27, sau QH ra mặt đường 42m",https://batdongsan.vn/hiem-tan-mai-hoang-mai-dt-40m2-4tang-mt35m-gia-chi-nhinh-5-ty-ngo-rong-cach-mat-duong-oto-r120193
120194,ĐƯỜNG 19/5-VĂN QUÁN -HÀ ĐÔNG-DT: 45m2-5TẦNG-MT: 8m- OTO NGỦ TRONG NHÀ-KINH DOANH-TẶNG FFUN NỘI,19/5,Hà Đông,Hà Nội,45 m²,9 tỷ 750 triệu,Sổ đỏ/ Sổ hồng,4 phòng,,23/09/2024,LÔ GÓC - KINH DOANH - GARA Ô TÔ 7 CHỖ  - NGÕ THÔNG,https://batdongsan.vn/duong-195-van-quan-ha-dong-dt-45m2-5tang-mt-8m-oto-ngu-trong-nha-kinh-doanh-tang-ffun-noi-r120194
120195,"SIÊU PHẨM CHDV CỰC HIẾM, NGÕ THÔNG CÁC NGẢ, KINH DOANH, Ô TÔ, MT 5.8M, 8TẦNG 18 PHÒNG, 1 CỬA HÀNG,",Đỗ Đức Dục,Nam Từ Liêm,Hà Nội,70 m²,19 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,18 phòng,19 phòng,23/09/2024,"SIÊU PHẨM CHDV CỰC HIẾM, NGÕ THÔNG CÁC NGẢ, KINH DOANH, Ô TÔ, MT 5.8M, 8TẦNG 18 PHÒNG, 1 CỬA HÀNG, DOANH THU 100TR/THÁNG, GIÁ 1x TỶ",https://batdongsan.vn/sieu-pham-chdv-cuc-hiem-ngo-thong-cac-nga-kinh-doanh-o-to-mt-58m-8tang-18-phong-1-cua-hang-r120195
120197,HOT nhà quận 10 trung tâm tiện ích full . 27M2 4 tầng cách 100m ra hẻm xe hơi p12,Cách Mạng Tháng Tám,Quận 10,Hồ Chí Minh,27 m²,4 tỷ,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,23/09/2024,Mô tả,https://batdongsan.vn/hot-nha-quan-10-trung-tam-tien-ich-full-27m2-4-tang-cach-100m-ra-hem-xe-hoi-p12-r120197
120198,CHÍNH CHỦ BÁN NHÀ TẠI K172 HOÀNG VĂN THÁI - HÒA KHÁNH NAM - LIÊN CHIỂU - ĐÀ NẴNG,Hoàng Văn Thái,Liên Chiểu,Đà Nẵng,100 m²,2 tỷ 150 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,23/09/2024,CHÍNH CHỦ BÁN NHÀ TẠI K172 HOÀNG VĂN THÁI - HÒA KHÁNH NAM - LIÊN CHIỂU - ĐÀ NẴNG,https://batdongsan.vn/chinh-chu-ban-nha-tai-k172-hoang-van-thai-hoa-khanh-nam-lien-chieu-da-nang-r120198
120201,Bán nhà phân lô VĂN QUÁN Hà đông Ô TÔ kinh doanh 120mx4t 14.4 tỷ 0358598359,Chiến Thắng,Hà Đông,Hà Nội,120 m²,14 tỷ 400 triệu,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,23/09/2024,- Ô TÔ ĐỖ CỬA VÀO NHÀ . LÔ GÓC 2 MẶT THOÁNG TỌA LẠC MẶT PHỐ VIP HÀ ĐÔNG VỪA Ở VỪA KINH DOANH,https://batdongsan.vn/ban-nha-phan-lo-van-quan-ha-dong-o-to-kinh-doanh-120mx4t-144-ty-0358598359-r120201
120202,KẾ BÊN TÊN LỬA - NHÀ 1/TỈNH LỘ 10 - HẺM XE TẢI - 95M2 - 3 TẦNG 3PN - GIÁ 6.5 TỶ,Tỉnh Lộ 10,Bình Tân,Hồ Chí Minh,95 m²,6 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,3 phòng,5 phòng,23/09/2024,"+ 1 bước qua tên Lửa, hẻm thông tứ tung.",https://batdongsan.vn/ke-ben-ten-lua-nha-1tinh-lo-10-hem-xe-tai-95m2-3-tang-3pn-gia-65-ty-r120202
120203,Bán nhà Cô Giang Phú Nhuận - 3x6 - 2 Tầng - Hoàn công - Chỉ 2 Tỷ 97,Cô Giang,Phú Nhuận,Hồ Chí Minh,17 m²,2 tỷ 970 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,23/09/2024,"Giảm 320tr, giá mới 2.97 tỷ",https://batdongsan.vn/ban-nha-co-giang-phu-nhuan-3x6-2-tang-hoan-cong-chi-2-ty-97-r120203
120204,BÁN NHÀ PHAN KẾ BÍNH - BA ĐÌNH 45M2 - 5 TẦNG - NGÕ NÔNG - Ô TÔ GẦN - CỰC THOÁNG,Phan Kế Bính,Ba Đình,Hà Nội,45 m²,6 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,23/09/2024,BÁN NHÀ PHAN KẾ BÍNH - BA ĐÌNH 45M2 - 5 TẦNG - NGÕ NÔNG - Ô TÔ GẦN - CỰC THOÁNG - TẶNG FULL NỘI THẤT PHỐ VIP HIẾM NHÀ BÁN - NGÕ NÔNG - CÁCH Ô TÔ CỰC GẦN - VIEW CỰC ĐẸP - CÂY XANH QUANH NHÀ -TIỆN ÍCH ĐẦY ĐỦ,https://batdongsan.vn/ban-nha-phan-ke-binh-ba-dinh-45m2-5-tang-ngo-nong-o-to-gan-cuc-thoang-r120204
120205,"BÁN NHÀ TRẦN QUỐC VƯỢNG, 5 TẦNG, 64M2, MT 5,1, NGÕ Ô TÔ THÔNG. 8,5 TỶ",Trần Quốc Vượng,Cầu Giấy,Hà Nội,64 m²,8 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,23/09/2024,"BÁN NHÀ TRẦN QUỐC VƯỢNG, 5 TẦNG, 64M2, MT 5,1, NGÕ THÔNG Ô TÔ TRÁNH XE MÁY. 8,5 TỶ",https://batdongsan.vn/ban-nha-tran-quoc-vuong-5-tang-64m2-mt-51-ngo-o-to-thong-85-ty-r120205
120208,"MUA NHÀ, ĐẤT PHƯỜNG VĨNH PHÚ, TP THUẬN AN, BÌNH DƯƠNG",1,Thuận An,Bình Dương,50 m²,2 tỷ,Sổ đỏ/ Sổ hồng,,,23/09/2024,"Cường có khách cần quan tâm mua nhà đất thuộc Phường Vĩnh Phú, Thành Phố Thuận An, Bình Dương.",https://batdongsan.vn/mua-nha-dat-phuong-vinh-phu-tp-thuan-an-binh-duong-r120208
120210,BÁN CĂN HỘ CAO CẤP 80M  FULL NỘI THẤT NGUYỄN KHANG CẦU GIẤY THANG MÁY NHẬP 13 PHÒNG DOANH THU,Cầu Giấy,Cầu Giấy,Hà Nội,80 m²,17 tỷ,Sổ đỏ/ Sổ hồng,13 phòng,14 phòng,23/09/2024,CĂN HỘ CAO CẤP FULL NỘI THẤT - THANG MÁY NHẬP - 13 PHÒNG CHO THUÊ FULL NỘI THẤT - DOANH THU ĐẠT 70 TRIỆU/THÁNG - PHÒNG LÚC NÀO THUÊ FULL,https://batdongsan.vn/ban-can-ho-cao-cap-80m-full-noi-that-nguyen-khang-cau-giay-thang-may-nhap-13-phong-doanh-thu-r120210
120211,"BÁN NHÀ ĐƯỜNG 5M THÔNG - BÀ HOM - Q.6,  44M2 -  2 TẦNG - Ở VÀ KINH DOANH - 5.1 TỶ",Bà Hom,Quận 6,Hồ Chí Minh,44 m²,5 tỷ 100 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,23/09/2024,+ Diện tích: 4m x 11m.,https://batdongsan.vn/ban-nha-duong-5m-thong-ba-hom-q6-44m2-2-tang-o-va-kinh-doanh-51-ty-r120211
120212,Bán nhà Quận 9 - SHR - 64m2 - 2 Tầng - 2PN - Nhỉnh 2 Tỷ,Long Sơn,Quận 9,Hồ Chí Minh,64 m²,2 tỷ 450 triệu,Sổ đỏ/ Sổ hồng,2 phòng,1 phòng,23/09/2024,QUẬN 9 - SỔ HỒNG RIÊNG - KHÔNG QUY HOẠCH - TIỆN ÍCH - 64M2 - NGANG 8.5M - NHỈNH 2 TỶ - GẤP BÁN.,https://batdongsan.vn/ban-nha-quan-9-shr-64m2-2-tang-2pn-nhinh-2-ty-r120212
